RECORDNAME,INTID,NBL2,NBL,NBT,NBR,SBL,SBT,SBR,EBU,EBL,EBT,EBR,EBR2,WBU,WBL,WBT,WBR,NEL,NET,NER,NWL2,NWL,NWT,NWR,SEL,SET,SER,SER2,SWL,SWT,SWR,PED,HOLD
Speed,99,,,40,,,40,,,,45,,,,,45,,,,,,,,,,,,,,,,,
Phase1,99,,3,8,,7,4,1,,1,6,,,,5,2,,,,,,,,,,,,,,,,,
PermPhase1,99,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,
LostTime,99,,3,3,3,3,3,3.5,3,3.5,3,3,,3,3.5,3,3,,,,,,,,,,,,,,,,
Lost Time Adjust,99,,-1,-3,-1,-1,-3,-1,-1,-1,-3,-1,,-1,-1,-3,-1,,,,,,,,,,,,,,,,
IdealFlow,99,,1900,1900,1900,1900,1900,1900,1900,1900,1900,1900,,1900,1900,1900,1900,,,,,,,,,,,,,,,,
SatFlow,99,,3433,3466,0,3433,3539,1583,0,3433,4945,0,,0,3433,4958,0,,,,,,,,,,,,,,,,
SatFlowPerm,99,,3433,3466,0,3433,3539,1528,0,3433,4945,0,,0,3433,4958,0,,,,,,,,,,,,,,,,
Allow RTOR,99,,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,,,,,,,,,,,,,,,,
SatFlowRTOR,99,,0,16,0,0,0,109,0,0,38,0,,0,0,31,0,,,,,,,,,,,,,,,,
Volume,99,,245,1048,141,124,371,112,0,130,548,105,,0,114,1132,189,,,,,,,,,,,,,,,,
Peds,99,,0,0,7,0,0,17,0,0,0,7,,0,0,0,13,,,,,,,,,,,,,,,,
Bicycles,99,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,
PHF,99,,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,,0.9,0.9,0.9,0.9,,,,,,,,,,,,,,,,
Growth,99,,100,100,100,100,100,100,100,100,100,100,,100,100,100,100,,,,,,,,,,,,,,,,
HeavyVehicles,99,,2,2,2,2,2,2,2,2,2,2,,2,2,2,2,,,,,,,,,,,,,,,,
BusStops,99,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,
Midblock,99,,,0,,,0,,,,0,,,,,0,,,,,,,,,,,,,,,,,
Distance,99,,,2680,,,2640,,,,2630,,,,,3470,,,,,,,,,,,,,,,,,
TravelTime,99,,,45.7,,,45,,,,39.8,,,,,52.6,,,,,,,,,,,,,,,,,
Right Channeled,99,,,,0,,,0,,,,0,,,,,0,,,,,,,,,,,,,,,,
Alignment,99,,0,0,1,0,0,1,3,0,0,1,,3,0,0,1,,,,,,,,,,,,,,,,
Enter Blocked,99,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,
HeadwayFact,99,,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,,,,,,,,,,,,,,,,
Turning Speed,99,,15,60,9,15,60,9,9,15,60,9,,9,15,60,9,,,,,,,,,,,,,,,,
FirstDetect,99,,50,50,,50,50,50,,50,50,,,,50,50,,,,,,,,,,,,,,,,,
LastDetect,99,,0,0,,0,0,0,,0,0,,,,0,0,,,,,,,,,,,,,,,,,
DetectPhase1,99,,3,8,,7,4,1,,1,6,,,,5,2,,,,,,,,,,,,,,,,,
DetectPhase2,99,,0,0,,0,0,0,,0,0,,,,0,0,,,,,,,,,,,,,,,,,
DetectPhase3,99,,0,0,,0,0,0,,0,0,,,,0,0,,,,,,,,,,,,,,,,,
DetectPhase4,99,,0,0,,0,0,0,,0,0,,,,0,0,,,,,,,,,,,,,,,,,
SwitchPhase,99,,0,0,,0,0,0,,0,0,,,,0,0,,,,,,,,,,,,,,,,,
numDetects,99,,1,1,,1,1,1,,1,1,,,,1,1,,,,,,,,,,,,,,,,,
DetectPos1,99,,0,0,,0,0,0,,0,0,,,,0,0,,,,,,,,,,,,,,,,,
DetectSize1,99,,50,50,,50,50,50,,50,50,,,,50,50,,,,,,,,,,,,,,,,,
DetectType1,99,,3,3,,3,3,3,,3,3,,,,3,3,,,,,,,,,,,,,,,,,
DetectExtend1,99,,0,0,,0,0,0,,0,0,,,,0,0,,,,,,,,,,,,,,,,,
DetectQueue1,99,,0,0,,0,0,0,,0,0,,,,0,0,,,,,,,,,,,,,,,,,
DetectDelay1,99,,0,0,,0,0,0,,0,0,,,,0,0,,,,,,,,,,,,,,,,,
Exit Lanes,99,,,0,,,0,,,,0,,,,,0,,,,,,,,,,,,,,,,,
CBD,99,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lane Group Flow,99,,272,1321,0,138,412,124,0,144,726,0,,0,127,1468,0,,,,,,,,,,,,,,,,
Up Node,101,,2,2,2,360,360,360,362,362,362,362,,361,361,361,361,,,,,,,,,,,,,,,,
Dest Node,101,,362,360,361,361,2,362,362,360,361,2,,361,2,362,360,,,,,,,,,,,,,,,,
Lanes,101,,1,1,0,1,1,0,0,1,1,0,,0,1,1,0,,,,,,,,,,,,,,,,
Shared,101,,0,2,,0,2,,,0,2,,,,0,2,,,,,,,,,,,,,,,,,
Width,101,,12,12,12,12,12,12,12,12,12,12,,12,12,12,12,,,,,,,,,,,,,,,,
Storage,101,,100,,,55,,,,100,,,,,100,,,,,,,,,,,,,,,,,,
Taper,101,,25,,,25,,,,25,,,,,25,,,,,,,,,,,,,,,,,,
StLanes,101,,1,,,1,,,,1,,,,,1,,,,,,,,,,,,,,,,,,
Grade,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Speed,101,,,35,,,35,,,,35,,,,,35,,,,,,,,,,,,,,,,,
Phase1,101,,,1,,,1,,,,2,,,,,2,,,,,,,,,,,,,,,,,
PermPhase1,101,,1,,,1,,,,2,,,,,2,,,,,,,,,,,,,,,,,,
LostTime,101,,4,4,4,4,4,4,4,4,4,4,,4,4,4,4,,,,,,,,,,,,,,,,
Lost Time Adjust,101,,-2,-2,0,-2,-2,0,0,-2,-2,0,,0,-2,-2,0,,,,,,,,,,,,,,,,
IdealFlow,101,,1900,1900,1900,1900,1900,1900,1900,1900,1900,1900,,1900,1900,1900,1900,,,,,,,,,,,,,,,,
SatFlow,101,,1863,1863,0,1863,1863,0,0,1863,1863,0,,0,1863,1863,0,,,,,,,,,,,,,,,,
SatFlowPerm,101,,1863,1863,0,1863,1863,0,0,1863,1863,0,,0,1863,1863,0,,,,,,,,,,,,,,,,
Allow RTOR,101,,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,,,,,,,,,,,,,,,,
SatFlowRTOR,101,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,
Volume,101,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,
Peds,101,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,
Bicycles,101,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,
PHF,101,,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,,0.92,0.92,0.92,0.92,,,,,,,,,,,,,,,,
Growth,101,,100,100,100,100,100,100,100,100,100,100,,100,100,100,100,,,,,,,,,,,,,,,,
HeavyVehicles,101,,2,2,2,2,2,2,2,2,2,2,,2,2,2,2,,,,,,,,,,,,,,,,
BusStops,101,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,
Midblock,101,,,0,,,0,,,,0,,,,,0,,,,,,,,,,,,,,,,,
Distance,101,,,2652,,,963,,,,759,,,,,878,,,,,,,,,,,,,,,,,
TravelTime,101,,,51.7,,,18.8,,,,14.8,,,,,17.1,,,,,,,,,,,,,,,,,
Right Channeled,101,,,,0,,,0,,,,0,,,,,0,,,,,,,,,,,,,,,,
Alignment,101,,0,0,1,0,0,1,3,0,0,1,,3,0,0,1,,,,,,,,,,,,,,,,
Enter Blocked,101,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,
HeadwayFact,101,,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,,,,,,,,,,,,,,,,
Turning Speed,101,,15,60,9,15,60,9,9,15,60,9,,9,15,60,9,,,,,,,,,,,,,,,,
FirstDetect,101,,50,50,,50,50,,,50,50,,,,50,50,,,,,,,,,,,,,,,,,
LastDetect,101,,0,0,,0,0,,,0,0,,,,0,0,,,,,,,,,,,,,,,,,
DetectPhase1,101,,1,1,,1,1,,,2,2,,,,2,2,,,,,,,,,,,,,,,,,
DetectPhase2,101,,0,0,,0,0,,,0,0,,,,0,0,,,,,,,,,,,,,,,,,
DetectPhase3,101,,0,0,,0,0,,,0,0,,,,0,0,,,,,,,,,,,,,,,,,
DetectPhase4,101,,0,0,,0,0,,,0,0,,,,0,0,,,,,,,,,,,,,,,,,
SwitchPhase,101,,0,0,,0,0,,,0,0,,,,0,0,,,,,,,,,,,,,,,,,
numDetects,101,,1,1,,1,1,,,1,1,,,,1,1,,,,,,,,,,,,,,,,,
DetectPos1,101,,0,0,,0,0,,,0,0,,,,0,0,,,,,,,,,,,,,,,,,
DetectSize1,101,,50,50,,50,50,,,50,50,,,,50,50,,,,,,,,,,,,,,,,,
DetectType1,101,,3,3,,3,3,,,3,3,,,,3,3,,,,,,,,,,,,,,,,,
DetectExtend1,101,,0,0,,0,0,,,0,0,,,,0,0,,,,,,,,,,,,,,,,,
DetectQueue1,101,,0,0,,0,0,,,0,0,,,,0,0,,,,,,,,,,,,,,,,,
DetectDelay1,101,,0,0,,0,0,,,0,0,,,,0,0,,,,,,,,,,,,,,,,,
Exit Lanes,101,,,0,,,0,,,,0,,,,,0,,,,,,,,,,,,,,,,,
CBD,101,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lane Group Flow,101,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,
Up Node,102,,7299,7299,7299,5276,5276,5276,99,99,99,99,,103,103,103,103,,,,,,,,,,,,,,,,
Dest Node,102,,99,5276,103,103,7299,99,99,5276,103,7299,,103,7299,99,5276,,,,,,,,,,,,,,,,
Lanes,102,,0,1,0,0,1,0,0,1,3,0,,0,1,3,0,,,,,,,,,,,,,,,,
Shared,102,,0,3,,0,3,,,0,2,,,,0,2,,,,,,,,,,,,,,,,,
Width,102,,12,12,12,12,12,12,12,12,12,12,,12,12,12,12,,,,,,,,,,,,,,,,
Storage,102,,,,,,,,,140,,,,,140,,,,,,,,,,,,,,,,,,
Taper,102,,,,,,,,,25,,,,,25,,,,,,,,,,,,,,,,,,
StLanes,102,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,
Grade,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Speed,102,,,30,,,30,,,,45,,,,,45,,,,,,,,,,,,,,,,,
Phase1,102,,,2,,,2,,,,1,,,,,1,,,,,,,,,,,,,,,,,
PermPhase1,102,,2,,,2,,,,1,,,,,1,,,,,,,,,,,,,,,,,,
LostTime,102,,3,3,3,3,3,3,3,3,3,3,,3,3,3,3,,,,,,,,,,,,,,,,
Lost Time Adjust,102,,-3,-3,-1,-3,-3,-1,-1,-3,-3,-1,,-1,-3,-3,-1,,,,,,,,,,,,,,,,
IdealFlow,102,,1900,1900,1900,1900,1900,1900,1900,1900,1900,1900,,1900,1900,1900,1900,,,,,,,,,,,,,,,,
SatFlow,102,,0,1683,0,0,1707,0,0,1770,5040,0,,0,1770,5085,0,,,,,,,,,,,,,,,,
SatFlowPerm,102,,0,1463,0,0,1446,0,0,240,5040,0,,0,330,5085,0,,,,,,,,,,,,,,,,
Allow RTOR,102,,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,,,,,,,,,,,,,,,,
SatFlowRTOR,102,,0,17,0,0,1,0,0,0,22,0,,0,0,1,0,,,,,,,,,,,,,,,,
Volume,102,,110,1,153,24,1,20,0,25,1052,71,,0,105,1850,4,,,,,,,,,,,,,,,,
Peds,102,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,
Bicycles,102,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,
PHF,102,,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,,0.9,0.9,0.9,0.9,,,,,,,,,,,,,,,,
Growth,102,,100,100,100,100,100,100,100,100,100,100,,100,100,100,100,,,,,,,,,,,,,,,,
HeavyVehicles,102,,2,2,2,2,2,2,2,2,2,2,,2,2,2,2,,,,,,,,,,,,,,,,
BusStops,102,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,
Midblock,102,,,0,,,0,,,,0,,,,,0,,,,,,,,,,,,,,,,,
Distance,102,,,500,,,285,,,,3470,,,,,1710,,,,,,,,,,,,,,,,,
TravelTime,102,,,11.4,,,6.5,,,,52.6,,,,,25.9,,,,,,,,,,,,,,,,,
Right Channeled,102,,,,0,,,0,,,,0,,,,,0,,,,,,,,,,,,,,,,
Alignment,102,,0,0,1,0,0,1,3,0,0,1,,3,0,0,1,,,,,,,,,,,,,,,,
Enter Blocked,102,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,
HeadwayFact,102,,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,,,,,,,,,,,,,,,,
Turning Speed,102,,15,60,9,15,60,9,9,15,60,9,,9,15,60,9,,,,,,,,,,,,,,,,
FirstDetect,102,,50,50,,50,50,,,50,50,,,,50,50,,,,,,,,,,,,,,,,,
LastDetect,102,,0,0,,0,0,,,0,0,,,,0,0,,,,,,,,,,,,,,,,,
DetectPhase1,102,,2,2,,2,2,,,1,1,,,,1,1,,,,,,,,,,,,,,,,,
DetectPhase2,102,,0,0,,0,0,,,0,0,,,,0,0,,,,,,,,,,,,,,,,,
DetectPhase3,102,,0,0,,0,0,,,0,0,,,,0,0,,,,,,,,,,,,,,,,,
DetectPhase4,102,,0,0,,0,0,,,0,0,,,,0,0,,,,,,,,,,,,,,,,,
SwitchPhase,102,,0,0,,0,0,,,0,0,,,,0,0,,,,,,,,,,,,,,,,,
numDetects,102,,1,1,,1,1,,,1,1,,,,1,1,,,,,,,,,,,,,,,,,
DetectPos1,102,,0,0,,0,0,,,0,0,,,,0,0,,,,,,,,,,,,,,,,,
DetectSize1,102,,50,50,,50,50,,,50,50,,,,50,50,,,,,,,,,,,,,,,,,
DetectType1,102,,3,3,,3,3,,,3,3,,,,3,3,,,,,,,,,,,,,,,,,
DetectExtend1,102,,0,0,,0,0,,,0,0,,,,0,0,,,,,,,,,,,,,,,,,
DetectQueue1,102,,0,0,,0,0,,,0,0,,,,0,0,,,,,,,,,,,,,,,,,
DetectDelay1,102,,0,0,,0,0,,,0,0,,,,0,0,,,,,,,,,,,,,,,,,
Exit Lanes,102,,,0,,,0,,,,0,,,,,0,,,,,,,,,,,,,,,,,
CBD,102,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lane Group Flow,102,,0,293,0,0,50,0,0,28,1248,0,,0,117,2060,0,,,,,,,,,,,,,,,,
Up Node,103,,5291,5291,5291,5277,5277,5277,102,102,102,102,,303,303,303,303,,,,,,,,,,,,,,,,
Dest Node,103,,102,5277,303,303,5291,102,102,5277,303,5291,,303,5291,102,5277,,,,,,,,,,,,,,,,
Lanes,103,,0,0,0,1,2,1,0,0,5,1,,0,2,3,0,,,,,,,,,,,,,,,,
Shared,103,,0,0,,0,3,,,0,0,,,,0,0,,,,,,,,,,,,,,,,,
Width,103,,12,12,12,12,12,12,12,12,12,12,,12,12,12,12,,,,,,,,,,,,,,,,
Storage,103,,,,,,,220,,150,,210,,,,,,,,,,,,,,,,,,,,,
Taper,103,,,,,,,25,,25,,25,,,,,,,,,,,,,,,,,,,,,
StLanes,103,,,,,,,1,,2,,1,,,,,,,,,,,,,,,,,,,,,
Grade,103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Speed,103,,,30,,,40,,,,45,,,,,45,,,,,,,,,,,,,,,,,
Phase1,103,,,,,,5,,,,6,,,,8,6,,,,,,,,,,,,,,,,,
Phase2,103,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,
PermPhase1,103,,,,,5,,5,,,,6,,,,,,,,,,,,,,,,,,,,,
LostTime,103,,3,3,3,3,3,3,3,3,3,3,,3,3,3,3,,,,,,,,,,,,,,,,
Lost Time Adjust,103,,-1,-1,-1,-3,-3,-3,-1,-1,-3,-3,,-1,-3,-3,-1,,,,,,,,,,,,,,,,
IdealFlow,103,,1900,1900,1900,1900,1900,1900,1900,1900,1900,1900,,1900,1900,1900,1900,,,,,,,,,,,,,,,,
SatFlow,103,,0,0,0,1610,3091,1441,0,0,7544,1583,,0,3433,5085,0,,,,,,,,,,,,,,,,
SatFlowPerm,103,,0,0,0,1610,3091,1420,0,0,7544,1546,,0,3433,5085,0,,,,,,,,,,,,,,,,
Allow RTOR,103,,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,,,,,,,,,,,,,,,,
SatFlowRTOR,103,,0,0,0,0,24,89,0,0,0,126,,0,0,0,0,,,,,,,,,,,,,,,,
Volume,103,,0,0,0,428,539,421,0,0,568,320,,0,349,1152,0,,,,,,,,,,,,,,,,
Peds,103,,0,0,0,0,0,3,0,0,0,6,,0,0,0,0,,,,,,,,,,,,,,,,
Bicycles,103,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,
PHF,103,,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,,0.9,0.9,0.9,0.9,,,,,,,,,,,,,,,,
Growth,103,,100,100,100,100,100,100,100,100,100,100,,100,100,100,100,,,,,,,,,,,,,,,,
HeavyVehicles,103,,2,2,2,2,2,2,2,2,2,2,,2,2,2,2,,,,,,,,,,,,,,,,
BusStops,103,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,
Midblock,103,,,0,,,0,,,,0,,,,,0,,,,,,,,,,,,,,,,,
Distance,103,,,350,,,579,,,,1710,,,,,500,,,,,,,,,,,,,,,,,
TravelTime,103,,,8,,,9.9,,,,25.9,,,,,7.6,,,,,,,,,,,,,,,,,
Right Channeled,103,,,,0,,,0,,,,0,,,,,0,,,,,,,,,,,,,,,,
Alignment,103,,0,0,1,0,0,1,3,0,0,1,,3,0,0,1,,,,,,,,,,,,,,,,
Enter Blocked,103,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,
HeadwayFact,103,,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,,,,,,,,,,,,,,,,
Turning Speed,103,,15,60,9,15,60,9,9,15,60,9,,9,15,60,9,,,,,,,,,,,,,,,,
FirstDetect,103,,,,,50,50,50,,,50,50,,,50,50,,,,,,,,,,,,,,,,,
LastDetect,103,,,,,0,0,0,,,0,0,,,0,0,,,,,,,,,,,,,,,,,
DetectPhase1,103,,,,,5,5,5,,,6,6,,,8,6,,,,,,,,,,,,,,,,,
DetectPhase2,103,,,,,0,0,0,,,0,0,,,0,8,,,,,,,,,,,,,,,,,
DetectPhase3,103,,,,,0,0,0,,,0,0,,,0,0,,,,,,,,,,,,,,,,,
DetectPhase4,103,,,,,0,0,0,,,0,0,,,0,0,,,,,,,,,,,,,,,,,
SwitchPhase,103,,,,,0,0,0,,,0,0,,,0,0,,,,,,,,,,,,,,,,,
numDetects,103,,,,,1,1,1,,,1,1,,,1,1,,,,,,,,,,,,,,,,,
DetectPos1,103,,,,,0,0,0,,,0,0,,,0,0,,,,,,,,,,,,,,,,,
DetectSize1,103,,,,,50,50,50,,,50,50,,,50,50,,,,,,,,,,,,,,,,,
DetectType1,103,,,,,3,3,3,,,3,3,,,3,3,,,,,,,,,,,,,,,,,
DetectExtend1,103,,,,,0,0,0,,,0,0,,,0,0,,,,,,,,,,,,,,,,,
DetectQueue1,103,,,,,0,0,0,,,0,0,,,0,0,,,,,,,,,,,,,,,,,
DetectDelay1,103,,,,,0,0,0,,,0,0,,,0,0,,,,,,,,,,,,,,,,,
Exit Lanes,103,,,0,,,0,,,,0,,,,,0,,,,,,,,,,,,,,,,,
CBD,103,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Traffic in shared lane,103,,,,,*24,,*32,,,,,,,,,,,,,,,,,,,,,,,,,
Lane Group Flow,103,,0,0,0,362,863,318,0,0,631,356,,0,388,1280,0,,,,,,,,,,,,,,,,
Up Node,104,,109,109,109,86,86,86,7057,7057,7057,7057,,7251,7251,7251,7251,,,,,,,,,,,,,,,,
Dest Node,104,,7057,86,7251,7251,109,7057,7057,86,7251,109,,7251,109,7057,86,,,,,,,,,,,,,,,,
Lanes,104,,1,2,0,1,2,0,0,1,1,1,,0,1,1,0,,,,,,,,,,,,,,,,
Shared,104,,0,2,,0,2,,,0,0,,,,0,2,,,,,,,,,,,,,,,,,
Width,104,,12,12,12,12,12,12,12,12,12,12,,12,12,12,12,,,,,,,,,,,,,,,,
Storage,104,,150,,,150,,,,120,,120,,,100,,,,,,,,,,,,,,,,,,
Taper,104,,25,,,25,,,,25,,25,,,25,,,,,,,,,,,,,,,,,,
StLanes,104,,1,,,1,,,,1,,1,,,1,,,,,,,,,,,,,,,,,,
Grade,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Speed,104,,,40,,,40,,,,30,,,,,30,,,,,,,,,,,,,,,,,
Phase1,104,,3,8,,7,4,,,1,6,,,,,2,,,,,,,,,,,,,,,,,
PermPhase1,104,,8,,,4,,,,6,,6,,,2,,,,,,,,,,,,,,,,,,
LostTime,104,,3,3,3,3,3,3,3,3,3,3,,3,3,3,3,,,,,,,,,,,,,,,,
Lost Time Adjust,104,,-1,-3,-1,-1,-3,-1,-1,-1,-3,-3,,-1,-3,-3,-1,,,,,,,,,,,,,,,,
IdealFlow,104,,1900,1900,1900,1900,1900,1900,1900,1900,1900,1900,,1900,1900,1900,1900,,,,,,,,,,,,,,,,
SatFlow,104,,1770,3525,0,1770,3458,0,0,1770,1863,1583,,0,1770,1634,0,,,,,,,,,,,,,,,,
SatFlowPerm,104,,561,3525,0,296,3458,0,0,922,1863,1583,,0,1408,1634,0,,,,,,,,,,,,,,,,
Allow RTOR,104,,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,,,,,,,,,,,,,,,,
SatFlowRTOR,104,,0,4,0,0,26,0,0,0,0,69,,0,0,37,0,,,,,,,,,,,,,,,,
Volume,104,,94,1198,37,62,640,117,0,19,3,11,,0,20,7,33,,,,,,,,,,,,,,,,
Peds,104,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,
Bicycles,104,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,
PHF,104,,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,,0.9,0.9,0.9,0.9,,,,,,,,,,,,,,,,
Growth,104,,100,100,100,100,100,100,100,100,100,100,,100,100,100,100,,,,,,,,,,,,,,,,
HeavyVehicles,104,,2,2,2,2,2,2,2,2,2,2,,2,2,2,2,,,,,,,,,,,,,,,,
BusStops,104,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,
Midblock,104,,,0,,,0,,,,0,,,,,0,,,,,,,,,,,,,,,,,
Distance,104,,,1300,,,1360,,,,800,,,,,800,,,,,,,,,,,,,,,,,
TravelTime,104,,,22.2,,,23.2,,,,18.2,,,,,18.2,,,,,,,,,,,,,,,,,
Right Channeled,104,,,,0,,,0,,,,0,,,,,0,,,,,,,,,,,,,,,,
Alignment,104,,0,0,1,0,0,1,3,0,0,1,,3,0,0,1,,,,,,,,,,,,,,,,
Enter Blocked,104,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,
HeadwayFact,104,,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,,,,,,,,,,,,,,,,
Turning Speed,104,,15,60,9,15,60,9,9,15,60,9,,9,15,60,9,,,,,,,,,,,,,,,,
FirstDetect,104,,50,50,,50,50,,,50,50,50,,,50,50,,,,,,,,,,,,,,,,,
LastDetect,104,,0,0,,0,0,,,0,0,0,,,0,0,,,,,,,,,,,,,,,,,
DetectPhase1,104,,3,8,,7,4,,,1,6,6,,,2,2,,,,,,,,,,,,,,,,,
DetectPhase2,104,,0,0,,0,0,,,0,0,0,,,0,0,,,,,,,,,,,,,,,,,
DetectPhase3,104,,0,0,,0,0,,,0,0,0,,,0,0,,,,,,,,,,,,,,,,,
DetectPhase4,104,,0,0,,0,0,,,0,0,0,,,0,0,,,,,,,,,,,,,,,,,
SwitchPhase,104,,0,0,,0,0,,,0,0,0,,,0,0,,,,,,,,,,,,,,,,,
numDetects,104,,1,1,,1,1,,,1,1,1,,,1,1,,,,,,,,,,,,,,,,,
DetectPos1,104,,0,0,,0,0,,,0,0,0,,,0,0,,,,,,,,,,,,,,,,,
DetectSize1,104,,50,50,,50,50,,,50,50,50,,,50,50,,,,,,,,,,,,,,,,,
DetectType1,104,,3,3,,3,3,,,3,3,3,,,3,3,,,,,,,,,,,,,,,,,
DetectExtend1,104,,0,0,,0,0,,,0,0,0,,,0,0,,,,,,,,,,,,,,,,,
DetectQueue1,104,,0,0,,0,0,,,0,0,0,,,0,0,,,,,,,,,,,,,,,,,
DetectDelay1,104,,0,0,,0,0,,,0,0,0,,,0,0,,,,,,,,,,,,,,,,,
Exit Lanes,104,,,0,,,0,,,,0,,,,,0,,,,,,,,,,,,,,,,,
CBD,104,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lane Group Flow,104,,104,1372,0,69,841,0,0,21,3,12,,0,22,45,0,,,,,,,,,,,,,,,,
Up Node,105,,5243,5243,5243,109,109,109,5242,5242,5242,5242,,7252,7252,7252,7252,,,,,,,,,,,,,,,,
Dest Node,105,,5242,109,7252,7252,5243,5242,5242,109,7252,5243,,7252,5243,5242,109,,,,,,,,,,,,,,,,
Lanes,105,,1,2,0,1,2,1,0,1,1,1,,0,1,1,0,,,,,,,,,,,,,,,,
Shared,105,,0,2,,0,0,,,0,0,,,,0,2,,,,,,,,,,,,,,,,,
Width,105,,12,12,12,12,12,12,12,12,12,12,,12,12,12,12,,,,,,,,,,,,,,,,
Storage,105,,145,,,105,,600,,150,,150,,,105,,,,,,,,,,,,,,,,,,
Taper,105,,25,,,25,,25,,25,,25,,,25,,,,,,,,,,,,,,,,,,
StLanes,105,,1,,,1,,1,,1,,1,,,1,,,,,,,,,,,,,,,,,,
Grade,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Speed,105,,,45,,,45,,,,30,,,,,30,,,,,,,,,,,,,,,,,
Phase1,105,,3,8,,7,4,,,1,6,,,,,2,,,,,,,,,,,,,,,,,
PermPhase1,105,,8,,,4,,4,,6,,6,,,2,,,,,,,,,,,,,,,,,,
LostTime,105,,3,3,3,3,3,3,3,3,3,3,,3,3,3,3,,,,,,,,,,,,,,,,
Lost Time Adjust,105,,-1,-3,-1,-1,-3,-3,-1,-1,-3,-3,,-1,-3,-3,-1,,,,,,,,,,,,,,,,
IdealFlow,105,,1900,1900,1900,1900,1900,1900,1900,1900,1900,1900,,1900,1900,1900,1900,,,,,,,,,,,,,,,,
SatFlow,105,,1770,3522,0,1770,3539,1583,0,1770,1863,1583,,0,1770,1678,0,,,,,,,,,,,,,,,,
SatFlowPerm,105,,812,3522,0,166,3539,1583,0,833,1863,1583,,0,1408,1678,0,,,,,,,,,,,,,,,,
Allow RTOR,105,,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,,,,,,,,,,,,,,,,
SatFlowRTOR,105,,0,4,0,0,0,109,0,0,0,69,,0,0,41,0,,,,,,,,,,,,,,,,
