RECORDNAME,INTID,NB,SB,EB,WB,NE,NW,SE,SW
Lanes,164,1,,,,,,,
Name,164,Country Club Way,,,,,,,
Distance,164,270,,,,,,,
Speed,164,30,,,,,,,
Time,164,6.1,,,,,,,
Grade,164,0,,,,,,,
Median,164,12,,,,,,,
Offset,164,0,,,,,,,
TWLTL,164,0,,,,,,,
Crosswalk Width,164,16,,,,,,,
Mandatory Distance,164,200,,,,,,,
Mandatory Distance2,164,1320,,,,,,,
Positioning Distance,164,880,,,,,,,
Positioning Distance2,164,1760,,,,,,,
Curve Pt X,164,,,,,,,,
Curve Pt Y,164,,,,,,,,
Curve Pt Z,164,,,,,,,,
Link Is Hidden,164,FALSE,,,,,,,
Street Name Is Hidden,164,FALSE,,,,,,,
Up ID,165,421,150,163,166,,,,
Lanes,165,5,5,5,5,,,,
Name,165,Rural Road,Rural Road,Baseline,Baseline,,,,
Distance,165,200,581,2010,2475,,,,
Speed,165,45,45,45,45,,,,
Time,165,3,8.8,30.5,37.5,,,,
Grade,165,0,0,0,0,,,,
Median,165,24,24,24,24,,,,
Offset,165,0,0,0,0,,,,
TWLTL,165,0,0,0,0,,,,
Crosswalk Width,165,16,16,16,16,,,,
Mandatory Distance,165,458,458,458,458,,,,
Mandatory Distance2,165,1980,1980,1980,1980,,,,
Positioning Distance,165,1320,1320,1320,1320,,,,
Positioning Distance2,165,2640,2640,2640,2640,,,,
Curve Pt X,165,,,,,,,,
Curve Pt Y,165,,,,,,,,
Curve Pt Z,165,,,,,,,,
Link Is Hidden,165,FALSE,FALSE,FALSE,FALSE,,,,
Street Name Is Hidden,165,FALSE,FALSE,FALSE,FALSE,,,,
Up ID,166,176,200,165,168,,,,
Lanes,166,3,3,4,4,,,,
Name,166,Lakeshore,Lakeshore,Baseline,Baseline,,,,
Distance,166,246,261,2475,3447,,,,
Speed,166,30,30,45,45,,,,
Time,166,5.6,5.9,37.5,52.2,,,,
Grade,166,0,0,0,0,,,,
Median,166,12,12,24,24,,,,
Offset,166,0,0,0,0,,,,
TWLTL,166,0,0,0,0,,,,
Crosswalk Width,166,16,16,16,16,,,,
Mandatory Distance,166,458,458,458,458,,,,
Mandatory Distance2,166,1320,1320,1980,1980,,,,
Positioning Distance,166,880,880,1320,1320,,,,
Positioning Distance2,166,1760,1760,2640,2640,,,,
Curve Pt X,166,,,,,,,,
Curve Pt Y,166,,,,,,,,
Curve Pt Z,166,,,,,,,,
Link Is Hidden,166,FALSE,FALSE,FALSE,FALSE,,,,
Street Name Is Hidden,166,FALSE,FALSE,FALSE,FALSE,,,,
Up ID,167,,209,,,,,,
Lanes,167,,0,,,,,,
Name,167,,Canal,,,,,,
Distance,167,,725,,,,,,
Speed,167,,30,,,,,,
Time,167,,16.5,,,,,,
Grade,167,,0,,,,,,
Median,167,,0,,,,,,
Offset,167,,0,,,,,,
TWLTL,167,,0,,,,,,
Crosswalk Width,167,,16,,,,,,
Mandatory Distance,167,,200,,,,,,
Mandatory Distance2,167,,1320,,,,,,
Positioning Distance,167,,880,,,,,,
Positioning Distance2,167,,1760,,,,,,
Curve Pt X,167,,,,,,,,
Curve Pt Y,167,,,,,,,,
Curve Pt Z,167,,,,,,,,
Link Is Hidden,167,,FALSE,,,,,,
Street Name Is Hidden,167,,FALSE,,,,,,
Up ID,168,293,5262,166,170,,,,
Lanes,168,5,5,4,5,,,,
Name,168,McClintock Drive,McClintock Drive,Baseline,Baseline,,,,
Distance,168,472,2082,3447,2639,,,,
Speed,168,45,40,45,45,,,,
Time,168,7.2,35.5,52.2,40,,,,
Grade,168,0,0,0,0,,,,
Median,168,24,24,24,24,,,,
Offset,168,0,0,0,0,,,,
TWLTL,168,0,0,0,0,,,,
Crosswalk Width,168,16,16,16,16,,,,
Mandatory Distance,168,458,458,458,458,,,,
Mandatory Distance2,168,1980,1761,1980,1980,,,,
Positioning Distance,168,1320,1174,1320,1320,,,,
Positioning Distance2,168,2640,2348,2640,2640,,,,
Curve Pt X,168,,,,,,,,
Curve Pt Y,168,,,,,,,,
Curve Pt Z,168,,,,,,,,
Link Is Hidden,168,FALSE,FALSE,FALSE,FALSE,,,,
Street Name Is Hidden,168,FALSE,FALSE,FALSE,FALSE,,,,
Up ID,169,,,,,,,,340
Lanes,169,,,,,,,,0
Name,169,,,,,,,,US 60 EB
Distance,169,,,,,,,,517
Speed,169,,,,,,,,30
Time,169,,,,,,,,11.8
Grade,169,,,,,,,,0
Median,169,,,,,,,,12
Offset,169,,,,,,,,0
TWLTL,169,,,,,,,,0
Crosswalk Width,169,,,,,,,,16
Mandatory Distance,169,,,,,,,,200
Mandatory Distance2,169,,,,,,,,1320
Positioning Distance,169,,,,,,,,880
Positioning Distance2,169,,,,,,,,1760
Curve Pt X,169,,,,,,,,9954
Curve Pt Y,169,,,,,,,,13950
Curve Pt Z,169,,,,,,,,9189
Link Is Hidden,169,,,,,,,,FALSE
Street Name Is Hidden,169,,,,,,,,FALSE
Up ID,170,182,192,168,415,,,,
Lanes,170,2,2,4,4,,,,
Name,170,County Club Way,County Club Way,Baseline,Baseline,,,,
Distance,170,275,394,2639,1691,,,,
Speed,170,30,30,45,45,,,,
Time,170,6.3,9,40,25.6,,,,
Grade,170,0,0,0,0,,,,
Median,170,12,12,24,24,,,,
Offset,170,0,0,0,0,,,,
TWLTL,170,0,0,0,0,,,,
Crosswalk Width,170,16,16,16,16,,,,
Mandatory Distance,170,458,458,458,458,,,,
Mandatory Distance2,170,1320,1320,1980,1980,,,,
Positioning Distance,170,880,880,1320,1320,,,,
Positioning Distance2,170,1760,1760,2640,2640,,,,
Curve Pt X,170,,,,,,,,
Curve Pt Y,170,,,,,,,,
Curve Pt Z,170,,,,,,,,
Link Is Hidden,170,FALSE,FALSE,FALSE,FALSE,,,,
Street Name Is Hidden,170,FALSE,FALSE,FALSE,FALSE,,,,
Up ID,171,,,406,161,,,1,
Lanes,171,,,3,2,,,2,
Name,171,,,Priest,Grove Parkway,,,Priest,
Distance,171,,,449,2547,,,1170,
Speed,171,,,40,40,,,30,
Time,171,,,7.7,43.4,,,26.6,
Grade,171,,,0,0,,,0,
Median,171,,,12,12,,,12,
Offset,171,,,0,0,,,0,
TWLTL,171,,,0,0,,,0,
Crosswalk Width,171,,,16,16,,,16,
Mandatory Distance,171,,,200,200,,,200,
Mandatory Distance2,171,,,1761,1761,,,1320,
Positioning Distance,171,,,1174,1174,,,880,
Positioning Distance2,171,,,2348,2348,,,1760,
Curve Pt X,171,,,9697,10555,,,9544,
Curve Pt Y,171,,,915,1540,,,1260,
Curve Pt Z,171,,,701,0,,,0,
Link Is Hidden,171,,,FALSE,FALSE,,,FALSE,
Street Name Is Hidden,171,,,FALSE,FALSE,,,FALSE,
Up ID,172,223,416,415,372,,,,
Lanes,172,0,4,6,5,,,,
Name,172,Price Freeway SB,Price Freeway SB,Baseline,Baseline,,,,
Distance,172,348,398,438,340,,,,
Speed,172,30,40,45,45,,,,
Time,172,7.9,6.8,6.6,5.2,,,,
Grade,172,0,0,0,0,,,,
Median,172,12,12,24,24,,,,
Offset,172,0,0,0,0,,,,
TWLTL,172,0,0,0,0,,,,
Crosswalk Width,172,16,16,16,16,,,,
Mandatory Distance,172,458,458,458,458,,,,
Mandatory Distance2,172,1320,1761,1980,1980,,,,
Positioning Distance,172,880,1174,1320,1320,,,,
Positioning Distance2,172,1760,2348,2640,2640,,,,
Curve Pt X,172,,,,,,,,
Curve Pt Y,172,,,,,,,,
Curve Pt Z,172,,,,,,,,
Link Is Hidden,172,FALSE,FALSE,FALSE,FALSE,,,,
Street Name Is Hidden,172,FALSE,FALSE,FALSE,FALSE,,,,
Up ID,173,,11,,,,,,
Lanes,173,,1,,,,,,
Name,173,,,,,,,,
Distance,173,,621,,,,,,
Speed,173,,30,,,,,,
Time,173,,14.1,,,,,,
Grade,173,,0,,,,,,
Median,173,,12,,,,,,
Offset,173,,0,,,,,,
TWLTL,173,,0,,,,,,
Crosswalk Width,173,,16,,,,,,
Mandatory Distance,173,,200,,,,,,
Mandatory Distance2,173,,1320,,,,,,
Positioning Distance,173,,880,,,,,,
Positioning Distance2,173,,1760,,,,,,
Curve Pt X,173,,,,,,,,
Curve Pt Y,173,,,,,,,,
Curve Pt Z,173,,,,,,,,
Link Is Hidden,173,,FALSE,,,,,,
Street Name Is Hidden,173,,FALSE,,,,,,
Up ID,174,183,149,458,475,,,,
Lanes,174,3,3,2,2,,,,
Name,174,Rural Road,Rural Road,,Westchester,,,,
Distance,174,1357,1682,526,420,,,,
Speed,174,45,45,30,30,,,,
Time,174,20.6,25.5,12,9.5,,,,
Grade,174,0,0,0,0,,,,
Median,174,12,12,12,12,,,,
Offset,174,0,0,0,0,,,,
TWLTL,174,0,0,0,0,,,,
Crosswalk Width,174,16,16,16,16,,,,
Mandatory Distance,174,458,458,458,458,,,,
Mandatory Distance2,174,1980,1980,1320,1320,,,,
Positioning Distance,174,1320,1320,880,880,,,,
Positioning Distance2,174,2640,2640,1760,1760,,,,
Curve Pt X,174,,,,,,,,
Curve Pt Y,174,,,,,,,,
Curve Pt Z,174,,,,,,,,
Link Is Hidden,174,FALSE,FALSE,FALSE,FALSE,,,,
Street Name Is Hidden,174,FALSE,FALSE,FALSE,FALSE,,,,
Up ID,175,177,290,242,185,,,,
Lanes,175,3,3,2,2,,,,
Name,175,McClintock Drive,McClintock Drive,Southshore,Cornell,,,,
Distance,175,980,616,310,212,,,,
Speed,175,45,45,30,30,,,,
Time,175,14.8,9.3,7,4.8,,,,
Grade,175,0,0,0,0,,,,
Median,175,12,12,12,12,,,,
Offset,175,0,0,0,0,,,,
TWLTL,175,0,0,0,0,,,,
Crosswalk Width,175,16,16,16,16,,,,
Mandatory Distance,175,458,458,458,458,,,,
Mandatory Distance2,175,1980,1980,1320,1320,,,,
Positioning Distance,175,1320,1320,880,880,,,,
Positioning Distance2,175,2640,2640,1760,1760,,,,
Curve Pt X,175,,,,,,,,
Curve Pt Y,175,,,,,,,,
Curve Pt Z,175,,,,,,,,
Link Is Hidden,175,FALSE,FALSE,FALSE,FALSE,,,,
Street Name Is Hidden,175,FALSE,FALSE,FALSE,FALSE,,,,
Up ID,176,,166,,,,,,
Lanes,176,,1,,,,,,
Name,176,,Lakeshore,,,,,,
Distance,176,,246,,,,,,
Speed,176,,30,,,,,,
Time,176,,5.6,,,,,,
Grade,176,,0,,,,,,
Median,176,,12,,,,,,
Offset,176,,0,,,,,,
TWLTL,176,,0,,,,,,
Crosswalk Width,176,,16,,,,,,
Mandatory Distance,176,,200,,,,,,
Mandatory Distance2,176,,1320,,,,,,
Positioning Distance,176,,880,,,,,,
Positioning Distance2,176,,1760,,,,,,
Curve Pt X,176,,,,,,,,
Curve Pt Y,176,,,,,,,,
Curve Pt Z,176,,,,,,,,
Link Is Hidden,176,,FALSE,,,,,,
Street Name Is Hidden,176,,FALSE,,,,,,
Up ID,177,409,175,217,218,,,,
Lanes,177,3,3,2,2,,,,
Name,177,McClintock Drive,McClintock Drive,Watson,Watson,,,,
Distance,177,1892,980,339,276,,,,
Speed,177,45,45,30,30,,,,
Time,177,28.7,14.8,7.7,6.3,,,,
Grade,177,0,0,0,0,,,,
Median,177,12,12,12,12,,,,
Offset,177,0,0,0,0,,,,
TWLTL,177,0,0,0,0,,,,
Crosswalk Width,177,16,16,16,16,,,,
Mandatory Distance,177,458,458,458,458,,,,
Mandatory Distance2,177,1980,1980,1320,1320,,,,
Positioning Distance,177,1320,1320,880,880,,,,
Positioning Distance2,177,2640,2640,1760,1760,,,,
Curve Pt X,177,,,,,,,,
Curve Pt Y,177,,,,,,,,
Curve Pt Z,177,,,,,,,,
Link Is Hidden,177,FALSE,FALSE,FALSE,FALSE,,,,
Street Name Is Hidden,177,FALSE,FALSE,FALSE,FALSE,,,,
Up ID,178,345,518,287,180,,,,
Lanes,178,2,2,3,3,,,,
Name,178,Hardy,Hardy,Guadalupe,Guadalupe,,,,
Distance,178,575,1680,630,2646,,,,
Speed,178,30,30,40,35,,,,
Time,178,13.1,38.2,10.7,51.5,,,,
Grade,178,0,0,0,0,,,,
Median,178,12,12,12,12,,,,
Offset,178,0,0,0,0,,,,
TWLTL,178,0,0,0,0,,,,
Crosswalk Width,178,16,16,16,16,,,,
Mandatory Distance,178,229,229,229,229,,,,
Mandatory Distance2,178,1320,1320,1761,1539,,,,
Positioning Distance,178,880,880,1174,1026,,,,
Positioning Distance2,178,1760,1760,2348,2052,,,,
Curve Pt X,178,,,,,,,,
Curve Pt Y,178,,,,,,,,
Curve Pt Z,178,,,,,,,,
Link Is Hidden,178,FALSE,FALSE,FALSE,FALSE,,,,
Street Name Is Hidden,178,FALSE,FALSE,FALSE,FALSE,,,,
Up ID,179,402,,,,,,,
Lanes,179,2,,,,,,,
Name,179,I-10 WB,,,,,,,
Distance,179,807,,,,,,,
Speed,179,30,,,,,,,
Time,179,18.3,,,,,,,
Grade,179,0,,,,,,,
Median,179,0,,,,,,,
Offset,179,0,,,,,,,
TWLTL,179,0,,,,,,,
Crosswalk Width,179,16,,,,,,,
Mandatory Distance,179,200,,,,,,,
Mandatory Distance2,179,1320,,,,,,,
Positioning Distance,179,880,,,,,,,
Positioning Distance2,179,1760,,,,,,,
Curve Pt X,179,,,,,,,,
Curve Pt Y,179,,,,,,,,
Curve Pt Z,179,,,,,,,,
Link Is Hidden,179,FALSE,,,,,,,
Street Name Is Hidden,179,FALSE,,,,,,,
Up ID,180,196,160,178,181,,,,
Lanes,180,4,4,4,4,,,,
Name,180,Kyrene,Kyrene,Guadalupe,Guadalupe,,,,
Distance,180,3240,5288,2646,2250,,,,
Speed,180,45,45,35,45,,,,
Time,180,49.1,80.1,51.5,34.1,,,,
Grade,180,0,0,0,0,,,,
Median,180,12,12,12,12,,,,
Offset,180,0,0,0,0,,,,
TWLTL,180,0,0,0,0,,,,
Crosswalk Width,180,16,16,16,16,,,,
Mandatory Distance,180,458,458,458,458,,,,
Mandatory Distance2,180,1980,1980,1539,1980,,,,
Positioning Distance,180,1320,1320,1026,1320,,,,
Positioning Distance2,180,2640,2640,2052,2640,,,,
Curve Pt X,180,,,,,,,,
Curve Pt Y,180,,,,,,,,
Curve Pt Z,180,,,,,,,,
Link Is Hidden,180,FALSE,FALSE,FALSE,FALSE,,,,
Street Name Is Hidden,180,FALSE,FALSE,FALSE,FALSE,,,,
Up ID,181,,207,180,183,,,,
Lanes,181,,2,3,2,,,,
Name,181,,Maple,Guadalupe,Guadalupe,,,,
Distance,181,,448,2250,3029,,,,
Speed,181,,30,45,45,,,,
Time,181,,10.2,34.1,45.9,,,,
Grade,181,,0,0,0,,,,
Median,181,,12,12,12,,,,
Offset,181,,0,0,0,,,,
TWLTL,181,,0,0,0,,,,
Crosswalk Width,181,,16,16,16,,,,
Mandatory Distance,181,,458,458,458,,,,
Mandatory Distance2,181,,1320,1980,1980,,,,
Positioning Distance,181,,880,1320,1320,,,,
Positioning Distance2,181,,1760,2640,2640,,,,
Curve Pt X,181,,,,,,,,
Curve Pt Y,181,,,,,,,,
Curve Pt Z,181,,,,,,,,
Link Is Hidden,181,,FALSE,FALSE,FALSE,,,,
Street Name Is Hidden,181,,FALSE,FALSE,FALSE,,,,
Up ID,182,,170,,,,,,
Lanes,182,,1,,,,,,
Name,182,,County Club Way,,,,,,
Distance,182,,275,,,,,,
Speed,182,,30,,,,,,
Time,182,,6.3,,,,,,
Grade,182,,0,,,,,,
Median,182,,12,,,,,,
Offset,182,,0,,,,,,
TWLTL,182,,0,,,,,,
Crosswalk Width,182,,16,,,,,,
Mandatory Distance,182,,200,,,,,,
Mandatory Distance2,182,,1320,,,,,,
Positioning Distance,182,,880,,,,,,
Positioning Distance2,182,,1760,,,,,,
Curve Pt X,182,,,,,,,,
Curve Pt Y,182,,,,,,,,
Curve Pt Z,182,,,,,,,,
Link Is Hidden,182,,FALSE,,,,,,
Street Name Is Hidden,182,,FALSE,,,,,,
Up ID,183,193,174,181,184,,,,
Lanes,183,3,4,4,4,,,,
Name,183,Rural Road,Rural Road,Guadalupe,Guadalupe,,,,
Distance,183,2151,1357,3029,2641,,,,
Speed,183,45,45,45,45,,,,
Time,183,32.6,20.6,45.9,40,,,,
Grade,183,0,0,0,0,,,,
Median,183,12,12,12,12,,,,
Offset,183,0,0,0,0,,,,
TWLTL,183,0,0,0,0,,,,
Crosswalk Width,183,16,16,16,16,,,,
Mandatory Distance,183,458,458,458,458,,,,
Mandatory Distance2,183,1980,1980,1980,1980,,,,
Positioning Distance,183,1320,1320,1320,1320,,,,
Positioning Distance2,183,2640,2640,2640,2640,,,,
Curve Pt X,183,,,,,,,,
Curve Pt Y,183,,,,,,,,
Curve Pt Z,183,,,,,,,,
Link Is Hidden,183,FALSE,FALSE,FALSE,FALSE,,,,
Street Name Is Hidden,183,FALSE,FALSE,FALSE,FALSE,,,,
Up ID,184,230,239,183,186,,,,
Lanes,184,2,2,3,3,,,,
Name,184,Lakeshore,Lakeshore,Guadalupe,Guadalupe,,,,
Distance,184,894,563,2641,2646,,,,
Speed,184,30,30,45,45,,,,
Time,184,20.3,12.8,40,40.1,,,,
Grade,184,0,0,0,0,,,,
Median,184,12,12,12,12,,,,
Offset,184,0,0,0,0,,,,
TWLTL,184,0,0,0,0,,,,
Crosswalk Width,184,16,16,16,16,,,,
Mandatory Distance,184,458,458,458,458,,,,
Mandatory Distance2,184,1320,1320,1980,1980,,,,
Positioning Distance,184,880,880,1320,1320,,,,
Positioning Distance2,184,1760,1760,2640,2640,,,,
Curve Pt X,184,,,,,,,,
Curve Pt Y,184,,,,,,,,
Curve Pt Z,184,,,,,,,,
Link Is Hidden,184,FALSE,FALSE,FALSE,FALSE,,,,
Street Name Is Hidden,184,FALSE,FALSE,FALSE,FALSE,,,,
Up ID,185,,,175,,,,,
Lanes,185,,,1,,,,,
Name,185,,,Cornell,,,,,
Distance,185,,,212,,,,,
Speed,185,,,30,,,,,
Time,185,,,4.8,,,,,
Grade,185,,,0,,,,,
Median,185,,,12,,,,,
Offset,185,,,0,,,,,
TWLTL,185,,,0,,,,,
Crosswalk Width,185,,,16,,,,,
Mandatory Distance,185,,,200,,,,,
Mandatory Distance2,185,,,1320,,,,,
Positioning Distance,185,,,880,,,,,
Positioning Distance2,185,,,1760,,,,,
Curve Pt X,185,,,,,,,,
Curve Pt Y,185,,,,,,,,
Curve Pt Z,185,,,,,,,,
Link Is Hidden,185,,,FALSE,,,,,
Street Name Is Hidden,185,,,FALSE,,,,,
Up ID,186,410,409,184,188,,,,
Lanes,186,3,4,4,4,,,,
Name,186,McClintock Drive,McClintock Drive,Guadalupe,Guadalupe,,,,
Distance,186,373,197,2646,2646,,,,
Speed,186,45,45,45,45,,,,
Time,186,5.7,3,40.1,40.1,,,,
Grade,186,0,0,0,0,,,,
Median,186,12,12,12,12,,,,
Offset,186,0,0,0,0,,,,
TWLTL,186,0,0,0,0,,,,
Crosswalk Width,186,16,16,16,16,,,,
Mandatory Distance,186,458,458,458,458,,,,
Mandatory Distance2,186,1980,1980,1980,1980,,,,
Positioning Distance,186,1320,1320,1320,1320,,,,
Positioning Distance2,186,2640,2640,2640,2640,,,,
Curve Pt X,186,,,,,,,,
Curve Pt Y,186,,,,,,,,
Curve Pt Z,186,,,,,,,,
Link Is Hidden,186,FALSE,FALSE,FALSE,FALSE,,,,
Street Name Is Hidden,186,FALSE,FALSE,FALSE,FALSE,,,,
Up ID,187,,,221,,,,,
Lanes,187,,,1,,,,,
Name,187,,,Auto Dr,,,,,
Distance,187,,,395,,,,,
Speed,187,,,30,,,,,
Time,187,,,9,,,,,
Grade,187,,,0,,,,,
Median,187,,,12,,,,,
Offset,187,,,0,,,,,
TWLTL,187,,,0,,,,,
Crosswalk Width,187,,,16,,,,,
Mandatory Distance,187,,,200,,,,,
Mandatory Distance2,187,,,1320,,,,,
Positioning Distance,187,,,880,,,,,
Positioning Distance2,187,,,1760,,,,,
Curve Pt X,187,,,,,,,,
Curve Pt Y,187,,,,,,,,
Curve Pt Z,187,,,,,,,,
Link Is Hidden,187,,,FALSE,,,,,
Street Name Is Hidden,187,,,FALSE,,,,,
Up ID,188,214,164,186,191,,,,
Lanes,188,2,2,3,3,,,,
Name,188,Country Club Way,Country Club Way,Guadalupe,Guadalupe,,,,
Distance,188,284,270,2646,2608,,,,
Speed,188,30,30,45,45,,,,
Time,188,6.5,6.1,40.1,39.5,,,,
Grade,188,0,0,0,0,,,,
Median,188,12,12,24,24,,,,
Offset,188,0,0,0,0,,,,
TWLTL,188,0,0,0,0,,,,
Crosswalk Width,188,16,16,16,16,,,,
Mandatory Distance,188,458,458,458,458,,,,
Mandatory Distance2,188,1320,1320,1980,1980,,,,
Positioning Distance,188,880,880,1320,1320,,,,
Positioning Distance2,188,1760,1760,2640,2640,,,,
Curve Pt X,188,,,,,,,,
Curve Pt Y,188,,,,,,,,
Curve Pt Z,188,,,,,,,,
Link Is Hidden,188,FALSE,FALSE,FALSE,FALSE,,,,
Street Name Is Hidden,188,FALSE,FALSE,FALSE,FALSE,,,,
Up ID,189,,490,,,,,,
Lanes,189,,0,,,,,,
Name,189,,I-10 WB,,,,,,
Distance,189,,252,,,,,,
Speed,189,,30,,,,,,
Time,189,,5.7,,,,,,
Grade,189,,0,,,,,,
Median,189,,0,,,,,,
Offset,189,,0,,,,,,
TWLTL,189,,0,,,,,,
Crosswalk Width,189,,16,,,,,,
Mandatory Distance,189,,200,,,,,,
Mandatory Distance2,189,,1320,,,,,,
Positioning Distance,189,,880,,,,,,
Positioning Distance2,189,,1760,,,,,,
Curve Pt X,189,,,,,,,,
Curve Pt Y,189,,,,,,,,
Curve Pt Z,189,,,,,,,,
Link Is Hidden,189,,FALSE,,,,,,
Street Name Is Hidden,189,,FALSE,,,,,,
Up ID,190,206,,,,,,,
Lanes,190,1,,,,,,,
Name,190,Hardy,,,,,,,
Distance,190,1000,,,,,,,
Speed,190,30,,,,,,,
Time,190,22.7,,,,,,,
Grade,190,0,,,,,,,
Median,190,12,,,,,,,
Offset,190,0,,,,,,,
TWLTL,190,0,,,,,,,
Crosswalk Width,190,16,,,,,,,
Mandatory Distance,190,200,,,,,,,
Mandatory Distance2,190,1320,,,,,,,
Positioning Distance,190,880,,,,,,,
Positioning Distance2,190,1760,,,,,,,
Curve Pt X,190,,,,,,,,
Curve Pt Y,190,,,,,,,,
Curve Pt Z,190,,,,,,,,
Link Is Hidden,190,FALSE,,,,,,,
Street Name Is Hidden,190,FALSE,,,,,,,
Up ID,191,391,411,188,145,,,,
Lanes,191,5,5,5,5,,,,
Name,191,Price Freeway NB,Price Freeway NB,Guadalupe,Guadalupe,,,,
Distance,191,350,461,2608,2791,,,,
Speed,191,30,30,45,45,,,,
Time,191,8,10.5,39.5,42.3,,,,
Grade,191,0,0,0,0,,,,
Median,191,24,24,24,24,,,,
Offset,191,0,0,0,0,,,,
TWLTL,191,0,0,0,0,,,,
Crosswalk Width,191,16,16,16,16,,,,
Mandatory Distance,191,500,500,500,500,,,,
Mandatory Distance2,191,1320,1320,1980,1980,,,,
Positioning Distance,191,880,880,1320,1320,,,,
Positioning Distance2,191,1760,1760,2640,2640,,,,
Curve Pt X,191,,,,,,,,
Curve Pt Y,191,,,,,,,,
Curve Pt Z,191,,,,,,,,
Link Is Hidden,191,FALSE,FALSE,FALSE,FALSE,,,,
Street Name Is Hidden,191,FALSE,FALSE,FALSE,FALSE,,,,
Up ID,192,170,,,,,,,
Lanes,192,1,,,,,,,
Name,192,County Club Way,,,,,,,
Distance,192,394,,,,,,,
Speed,192,30,,,,,,,
Time,192,9,,,,,,,
Grade,192,0,,,,,,,
Median,192,12,,,,,,,
Offset,192,0,,,,,,,
TWLTL,192,0,,,,,,,
Crosswalk Width,192,16,,,,,,,
Mandatory Distance,192,200,,,,,,,
Mandatory Distance2,192,1320,,,,,,,
Positioning Distance,192,880,,,,,,,
Positioning Distance2,192,1760,,,,,,,
Curve Pt X,192,,,,,,,,
Curve Pt Y,192,,,,,,,,
Curve Pt Z,192,,,,,,,,
Link Is Hidden,192,FALSE,,,,,,,
Street Name Is Hidden,192,FALSE,,,,,,,
Up ID,193,197,183,234,235,,,,
Lanes,193,3,3,2,2,,,,
Name,193,Rural Road,Rural Road,Bell De Mar,Bell De Mar,,,,
Distance,193,480,2151,901,952,,,,
Speed,193,45,45,30,30,,,,
Time,193,7.3,32.6,20.5,21.6,,,,
Grade,193,0,0,0,0,,,,
Median,193,12,12,12,12,,,,
Offset,193,0,0,0,0,,,,
TWLTL,193,0,0,0,0,,,,
Crosswalk Width,193,16,16,16,16,,,,
Mandatory Distance,193,458,458,458,458,,,,
Mandatory Distance2,193,1980,1980,1320,1320,,,,
Positioning Distance,193,1320,1320,880,880,,,,
Positioning Distance2,193,2640,2640,1760,1760,,,,
Curve Pt X,193,,,,,,,,
Curve Pt Y,193,,,,,,,,
Curve Pt Z,193,,,,,,,,
Link Is Hidden,193,FALSE,FALSE,FALSE,FALSE,,,,
Street Name Is Hidden,193,FALSE,FALSE,FALSE,FALSE,,,,
Up ID,194,205,,,,,,,
Lanes,194,1,,,,,,,
Name,194,Beck,,,,,,,
Distance,194,191,,,,,,,
Speed,194,30,,,,,,,
Time,194,4.3,,,,,,,
Grade,194,0,,,,,,,
Median,194,12,,,,,,,
Offset,194,0,,,,,,,
TWLTL,194,0,,,,,,,
Crosswalk Width,194,16,,,,,,,
Mandatory Distance,194,200,,,,,,,
Mandatory Distance2,194,1320,,,,,,,
Positioning Distance,194,880,,,,,,,
Positioning Distance2,194,1760,,,,,,,
Curve Pt X,194,,,,,,,,
Curve Pt Y,194,,,,,,,,
Curve Pt Z,194,,,,,,,,
Link Is Hidden,194,FALSE,,,,,,,
Street Name Is Hidden,194,FALSE,,,,,,,
Up ID,195,198,410,211,212,,,,
Lanes,195,3,3,2,2,,,,
Name,195,McClintock Drive,McClintock Drive,Bell De Mar,Bell De Mar,,,,
Distance,195,1084,1103,377,351,,,,
Speed,195,45,45,30,30,,,,
Time,195,16.4,16.7,8.6,8,,,,
Grade,195,0,0,0,0,,,,
Median,195,12,12,12,12,,,,
Offset,195,0,0,0,0,,,,
TWLTL,195,0,0,0,0,,,,
Crosswalk Width,195,16,16,16,16,,,,
Mandatory Distance,195,458,458,458,458,,,,
Mandatory Distance2,195,1980,1980,1320,1320,,,,
Positioning Distance,195,1320,1320,880,880,,,,
Positioning Distance2,195,2640,2640,1760,1760,,,,
Curve Pt X,195,,,,,,,,
Curve Pt Y,195,,,,,,,,
Curve Pt Z,195,,,,,,,,
Link Is Hidden,195,FALSE,FALSE,FALSE,FALSE,,,,
Street Name Is Hidden,195,FALSE,FALSE,FALSE,FALSE,,,,
Up ID,196,208,180,161,309,,,,
Lanes,196,3,3,3,2,,,,
Name,196,Kyrene,Kyrene,Grove Parkway,Grove Parkway,,,,
Distance,196,2039,3240,2843,521,,,,
Speed,196,45,45,40,40,,,,
Time,196,30.9,49.1,48.5,8.9,,,,
Grade,196,0,0,0,0,,,,
Median,196,12,12,12,12,,,,
Offset,196,0,0,0,0,,,,
TWLTL,196,0,0,0,0,,,,
Crosswalk Width,196,16,16,16,16,,,,
Mandatory Distance,196,458,458,458,458,,,,
Mandatory Distance2,196,1980,1980,1761,1761,,,,
Positioning Distance,196,1320,1320,1174,1174,,,,
Positioning Distance2,196,2640,2640,2348,2348,,,,
Curve Pt X,196,,,,,,,,
Curve Pt Y,196,,,,,,,,
Curve Pt Z,196,,,,,,,,
Link Is Hidden,196,FALSE,FALSE,FALSE,FALSE,,,,
Street Name Is Hidden,196,FALSE,FALSE,FALSE,FALSE,,,,
Up ID,197,479,193,407,434,,,,
Lanes,197,2,2,1,1,,,,
Name,197,Rural Road,Rural Road,Western Canal Path,Western Canal Path,,,,
